,Year,YearCE,Month,Day,Lat,VSSI,Sigma VSSI,Duration,Hemi
1152,-8150.0,-8151.0,1.0,1.0,48.0,1.28,0.47,0.0,-1.0
1153,-8161.0,-8162.0,1.0,1.0,-37.0,1.34,0.29,0.0,-1.0
1154,-8168.0,-8169.0,1.0,1.0,5.0,17.12,3.27,0.0,0.52
1155,-8171.0,-8172.0,1.0,1.0,-37.0,0.51,0.11,0.0,-1.0
1156,-8182.0,-8183.0,1.0,1.0,48.0,28.08,10.3,0.0,-1.0
1157,-8200.0,-8201.0,1.0,1.0,-37.0,0.52,0.11,0.0,-1.0
1158,-8215.0,-8216.0,1.0,1.0,5.0,3.31,1.09,0.0,8.65
1159,-8218.0,-8219.0,1.0,1.0,-37.0,0.14,0.03,0.0,-1.0
1160,-8225.0,-8226.0,1.0,1.0,5.0,4.32,1.24,0.0,3.39
1161,-8234.0,-8235.0,1.0,1.0,5.0,2.66,0.8,0.0,4.38
1162,-8239.0,-8240.0,1.0,1.0,-37.0,0.47,0.1,0.0,-1.0
1163,-8242.0,-8243.0,1.0,1.0,48.0,2.7,0.99,0.0,-1.0
1164,-8250.0,-8251.0,1.0,1.0,-37.0,0.45,0.1,0.0,-1.0
1165,-8254.0,-8255.0,1.0,1.0,-37.0,0.79,0.17,0.0,-1.0
1166,-8257.0,-8258.0,1.0,1.0,-37.0,0.17,0.04,0.0,-1.0
1167,-8260.0,-8261.0,1.0,1.0,-37.0,0.38,0.08,0.0,-1.0
1168,-8263.0,-8264.0,1.0,1.0,48.0,1.8,0.66,0.0,-1.0
1169,-8271.0,-8272.0,1.0,1.0,64.0,0.31,1.45,24.0,-1.0
1170,-8274.0,-8275.0,1.0,1.0,5.0,7.09,2.19,0.0,5.14
1171,-8276.0,-8277.0,1.0,1.0,5.0,80.07,29.22,0.0,204.43
1172,-8277.0,-8278.0,1.0,1.0,64.0,0.66,3.09,24.0,-1.0
1173,-8279.0,-8280.0,1.0,1.0,64.0,0.81,3.81,24.0,-1.0
1174,-8281.0,-8282.0,1.0,1.0,64.0,0.83,3.93,24.0,-1.0
1175,-8284.0,-8285.0,1.0,1.0,64.0,0.85,4.0,36.0,-1.0
1176,-8286.0,-8287.0,1.0,1.0,5.0,52.26,17.98,0.0,14.99
1177,-8288.0,-8289.0,1.0,1.0,5.0,21.39,6.68,0.0,5.51
1178,-8290.0,-8291.0,1.0,1.0,64.0,1.13,5.34,24.0,-1.0
1179,-8292.0,-8293.0,1.0,1.0,64.0,1.87,8.79,24.0,-1.0
1180,-8294.0,-8295.0,1.0,1.0,64.0,1.78,8.38,24.0,-1.0
1181,-8296.0,-8297.0,1.0,1.0,64.0,1.63,7.66,24.0,-1.0
1182,-8299.0,-8300.0,1.0,1.0,64.0,1.87,8.8,36.0,-1.0
1183,-8301.0,-8302.0,1.0,1.0,64.0,0.98,4.61,24.0,-1.0
1184,-8303.0,-8304.0,1.0,1.0,64.0,1.23,5.8,24.0,-1.0
1185,-8307.0,-8308.0,1.0,1.0,5.0,10.06,3.57,0.0,29.03
1186,-8311.0,-8312.0,1.0,1.0,48.0,1.91,0.7,0.0,-1.0
1187,-8328.0,-8329.0,1.0,1.0,5.0,12.57,4.29,0.0,12.99
1188,-8348.0,-8349.0,1.0,1.0,-37.0,0.54,0.12,0.0,-1.0
1189,-8351.0,-8352.0,1.0,1.0,-37.0,0.46,0.1,0.0,-1.0
1190,-8358.0,-8359.0,1.0,1.0,48.0,1.42,0.52,0.0,-1.0
1191,-8364.0,-8365.0,1.0,1.0,48.0,4.92,1.8,0.0,-1.0
1192,-8371.0,-8372.0,1.0,1.0,64.0,0.55,2.6,24.0,-1.0
1193,-8373.0,-8374.0,1.0,1.0,64.0,0.53,2.5,24.0,-1.0
1194,-8375.0,-8376.0,1.0,1.0,64.0,1.16,5.47,24.0,-1.0
1195,-8377.0,-8378.0,1.0,1.0,64.0,0.44,2.1,24.0,-1.0
1196,-8378.0,-8379.0,1.0,1.0,5.0,9.25,2.06,0.0,1.19
1197,-8382.0,-8383.0,1.0,1.0,5.0,11.53,3.81,0.0,8.93
1198,-8385.0,-8386.0,1.0,1.0,48.0,1.29,0.47,0.0,-1.0
1199,-8401.0,-8402.0,1.0,1.0,5.0,5.17,1.47,0.0,3.24
1200,-8403.0,-8404.0,1.0,1.0,64.0,0.6,2.83,24.0,-1.0
1201,-8405.0,-8406.0,1.0,1.0,64.0,2.55,12.01,24.0,-1.0
1202,-8407.0,-8408.0,1.0,1.0,64.0,8.3,39.12,24.0,-1.0
1203,-8409.0,-8410.0,1.0,1.0,5.0,27.87,5.43,0.0,0.62
1204,-8411.0,-8412.0,1.0,1.0,-37.0,1.41,0.31,0.0,-1.0
1205,-8429.0,-8430.0,1.0,1.0,48.0,2.36,0.87,0.0,-1.0
1206,-8433.0,-8434.0,1.0,1.0,-37.0,1.41,0.31,0.0,-1.0
1207,-8440.0,-8441.0,1.0,1.0,5.0,27.17,6.55,0.0,1.61
1208,-8445.0,-8446.0,1.0,1.0,5.0,5.84,1.55,0.0,2.37
1209,-8449.0,-8450.0,1.0,1.0,-37.0,0.3,0.07,0.0,-1.0
1210,-8454.0,-8455.0,1.0,1.0,5.0,12.3,2.88,0.0,1.43
1211,-8464.0,-8465.0,1.0,1.0,5.0,5.12,1.74,0.0,12.88
1212,-8484.0,-8485.0,1.0,1.0,5.0,24.65,7.98,0.0,7.32
1213,-8488.0,-8489.0,1.0,1.0,-37.0,0.32,0.07,0.0,-1.0
1214,-8492.0,-8493.0,1.0,1.0,48.0,2.67,0.98,0.0,-1.0
1215,-8516.0,-8517.0,1.0,1.0,48.0,18.91,6.94,0.0,-1.0
1216,-8522.0,-8523.0,1.0,1.0,-37.0,1.92,0.42,0.0,-1.0
1217,-8524.0,-8525.0,1.0,1.0,5.0,16.84,5.92,0.0,22.76
1218,-8529.0,-8530.0,1.0,1.0,-37.0,0.61,0.13,0.0,-1.0
1219,-8537.0,-8538.0,1.0,1.0,48.0,1.25,0.46,0.0,-1.0
1220,-8549.0,-8550.0,1.0,1.0,5.0,16.61,4.11,0.0,1.77
1221,-8552.0,-8553.0,1.0,1.0,-37.0,0.34,0.08,0.0,-1.0
1222,-8557.0,-8558.0,1.0,1.0,48.0,7.39,2.71,0.0,-1.0
1223,-8574.0,-8575.0,1.0,1.0,48.0,8.71,3.19,0.0,-1.0
1224,-8580.0,-8581.0,1.0,1.0,5.0,5.43,1.88,0.0,16.51
1225,-8592.0,-8593.0,1.0,1.0,48.0,1.97,0.72,0.0,-1.0
1226,-8601.0,-8602.0,1.0,1.0,64.0,0.34,1.61,24.0,-1.0
1227,-8603.0,-8604.0,1.0,1.0,64.0,0.69,3.26,24.0,-1.0
1228,-8606.0,-8607.0,1.0,1.0,64.0,0.79,3.7,36.0,-1.0
1229,-8608.0,-8609.0,1.0,1.0,5.0,9.52,3.33,0.0,20.89
1230,-8610.0,-8611.0,1.0,1.0,64.0,0.65,3.04,24.0,-1.0
1231,-8617.0,-8618.0,1.0,1.0,5.0,3.54,1.17,0.0,9.4
1232,-8622.0,-8623.0,1.0,1.0,5.0,4.67,1.19,0.0,1.99
1233,-8638.0,-8639.0,1.0,1.0,5.0,4.98,1.63,0.0,8.23
1234,-8651.0,-8652.0,1.0,1.0,-37.0,0.62,0.14,0.0,-1.0
1235,-8653.0,-8654.0,1.0,1.0,5.0,33.56,12.07,0.0,50.73
1236,-8665.0,-8666.0,1.0,1.0,48.0,1.78,0.65,0.0,-1.0
1237,-8673.0,-8674.0,1.0,1.0,48.0,5.46,2.0,0.0,-1.0
1238,-8683.0,-8684.0,1.0,1.0,-37.0,0.46,0.1,0.0,-1.0
1239,-8689.0,-8690.0,1.0,1.0,-37.0,0.87,0.19,0.0,-1.0
1240,-8693.0,-8694.0,1.0,1.0,-37.0,0.99,0.22,0.0,-1.0
1241,-8701.0,-8702.0,1.0,1.0,-37.0,0.4,0.09,0.0,-1.0
1242,-8707.0,-8708.0,1.0,1.0,48.0,3.97,1.45,0.0,-1.0
1243,-8712.0,-8713.0,1.0,1.0,48.0,2.64,0.97,0.0,-1.0
1244,-8718.0,-8719.0,1.0,1.0,64.0,0.55,2.58,24.0,-1.0
1245,-8720.0,-8721.0,1.0,1.0,64.0,0.46,2.16,24.0,-1.0
1246,-8722.0,-8723.0,1.0,1.0,64.0,0.35,1.64,24.0,-1.0
1247,-8723.0,-8724.0,1.0,1.0,5.0,8.32,2.42,0.0,3.59
1248,-8726.0,-8727.0,1.0,1.0,64.0,0.57,2.67,24.0,-1.0
1249,-8729.0,-8730.0,1.0,1.0,64.0,0.5,2.38,36.0,-1.0
1250,-8731.0,-8732.0,1.0,1.0,64.0,0.37,1.76,24.0,-1.0
1251,-8733.0,-8734.0,1.0,1.0,64.0,0.48,2.25,24.0,-1.0
1252,-8735.0,-8736.0,1.0,1.0,64.0,0.8,3.78,24.0,-1.0
1253,-8737.0,-8738.0,1.0,1.0,64.0,0.85,4.02,24.0,-1.0
1254,-8739.0,-8740.0,1.0,1.0,64.0,0.65,3.07,24.0,-1.0
1255,-8741.0,-8742.0,1.0,1.0,64.0,0.93,4.38,24.0,-1.0
1256,-8743.0,-8744.0,1.0,1.0,64.0,0.35,1.64,24.0,-1.0
1257,-8745.0,-8746.0,1.0,1.0,64.0,0.45,2.14,24.0,-1.0
1258,-8747.0,-8748.0,1.0,1.0,64.0,0.4,1.88,24.0,-1.0
1259,-8750.0,-8751.0,1.0,1.0,64.0,0.62,2.92,36.0,-1.0
1260,-8752.0,-8753.0,1.0,1.0,5.0,10.28,3.51,0.0,13.04
1261,-8755.0,-8756.0,1.0,1.0,-37.0,0.2,0.04,0.0,-1.0
1262,-8762.0,-8763.0,1.0,1.0,-37.0,0.22,0.05,0.0,-1.0
1263,-8766.0,-8767.0,1.0,1.0,-37.0,0.15,0.03,0.0,-1.0
1264,-8780.0,-8781.0,1.0,1.0,-37.0,1.46,0.32,0.0,-1.0
1265,-8789.0,-8790.0,1.0,1.0,5.0,3.91,0.99,0.0,1.94
1266,-8791.0,-8792.0,1.0,1.0,-37.0,0.3,0.06,0.0,-1.0
1267,-8796.0,-8797.0,1.0,1.0,-37.0,0.33,0.07,0.0,-1.0
1268,-8811.0,-8812.0,1.0,1.0,-37.0,0.8,0.18,0.0,-1.0
1269,-8814.0,-8815.0,1.0,1.0,48.0,2.51,0.92,0.0,-1.0
1270,-8820.0,-8821.0,1.0,1.0,5.0,2.73,0.89,0.0,7.93
1271,-8827.0,-8828.0,1.0,1.0,48.0,2.74,1.01,0.0,-1.0
1272,-8834.0,-8835.0,1.0,1.0,5.0,3.48,1.04,0.0,4.18
1273,-8837.0,-8838.0,1.0,1.0,5.0,16.88,6.05,0.0,43.52
1274,-8841.0,-8842.0,1.0,1.0,-37.0,0.18,0.04,0.0,-1.0
1275,-8843.0,-8844.0,1.0,1.0,48.0,1.97,0.72,0.0,-1.0
1276,-8860.0,-8861.0,1.0,1.0,-37.0,0.67,0.15,0.0,-1.0
1277,-8864.0,-8865.0,1.0,1.0,48.0,4.51,1.65,0.0,-1.0
1278,-8868.0,-8869.0,1.0,1.0,64.0,0.45,2.12,24.0,-1.0
1279,-8870.0,-8871.0,1.0,1.0,64.0,0.34,1.59,24.0,-1.0
1280,-8872.0,-8873.0,1.0,1.0,5.0,3.07,0.94,0.0,4.89
1281,-8874.0,-8875.0,1.0,1.0,64.0,0.41,1.93,24.0,-1.0
1282,-8876.0,-8877.0,1.0,1.0,5.0,3.15,0.88,0.0,2.88
1283,-8878.0,-8879.0,1.0,1.0,64.0,0.33,1.56,24.0,-1.0
1284,-8887.0,-8888.0,1.0,1.0,-37.0,0.43,0.09,0.0,-1.0
1285,-8896.0,-8897.0,1.0,1.0,48.0,4.06,1.49,0.0,-1.0
1286,-8905.0,-8906.0,1.0,1.0,5.0,14.57,4.56,0.0,5.6
1287,-8933.0,-8934.0,1.0,1.0,-37.0,0.31,0.07,0.0,-1.0
1288,-8944.0,-8945.0,1.0,1.0,-37.0,0.84,0.18,0.0,-1.0
1289,-8963.0,-8964.0,1.0,1.0,5.0,5.46,1.23,0.0,1.25
1290,-8964.0,-8965.0,1.0,1.0,64.0,0.46,2.17,24.0,-1.0
1291,-8966.0,-8967.0,1.0,1.0,64.0,0.8,3.78,24.0,-1.0
1292,-8969.0,-8970.0,1.0,1.0,5.0,4.63,1.23,0.0,2.39
1293,-8970.0,-8971.0,1.0,1.0,64.0,0.23,1.06,24.0,-1.0
1294,-8982.0,-8983.0,1.0,1.0,48.0,1.79,0.66,0.0,-1.0
1295,-8990.0,-8991.0,1.0,1.0,5.0,9.88,3.17,0.0,6.86
1296,-8994.0,-8995.0,1.0,1.0,-37.0,0.32,0.07,0.0,-1.0
1297,-9001.0,-9002.0,1.0,1.0,-37.0,0.39,0.09,0.0,-1.0
1298,-9009.0,-9010.0,1.0,1.0,5.0,83.67,22.34,0.0,2.41
1299,-9013.0,-9014.0,1.0,1.0,-37.0,0.39,0.08,0.0,-1.0
1300,-9017.0,-9018.0,1.0,1.0,48.0,8.43,3.09,0.0,-1.0
1301,-9021.0,-9022.0,1.0,1.0,48.0,4.59,1.68,0.0,-1.0
1302,-9030.0,-9031.0,1.0,1.0,48.0,16.53,6.06,0.0,-1.0
1303,-9035.0,-9036.0,1.0,1.0,5.0,32.24,10.07,0.0,5.54
1304,-9041.0,-9042.0,1.0,1.0,48.0,5.64,2.07,0.0,-1.0
1305,-9045.0,-9046.0,1.0,1.0,-37.0,0.45,0.1,0.0,-1.0
1306,-9049.0,-9050.0,1.0,1.0,48.0,1.55,0.57,0.0,-1.0
1307,-9066.0,-9067.0,1.0,1.0,48.0,13.85,5.08,0.0,-1.0
1308,-9070.0,-9071.0,1.0,1.0,5.0,6.98,2.41,0.0,16.28
1309,-9082.0,-9083.0,1.0,1.0,5.0,12.33,4.27,0.0,16.84
1310,-9092.0,-9093.0,1.0,1.0,-37.0,0.36,0.08,0.0,-1.0
1311,-9125.0,-9126.0,1.0,1.0,48.0,12.89,4.73,0.0,-1.0
1312,-9137.0,-9138.0,1.0,1.0,64.0,0.29,1.38,24.0,-1.0
1313,-9140.0,-9141.0,1.0,1.0,5.0,12.18,3.56,0.0,3.7
1314,-9141.0,-9142.0,1.0,1.0,64.0,0.29,1.36,24.0,-1.0
1315,-9143.0,-9144.0,1.0,1.0,64.0,0.65,3.05,24.0,-1.0
1316,-9145.0,-9146.0,1.0,1.0,64.0,0.7,3.32,24.0,-1.0
1317,-9147.0,-9148.0,1.0,1.0,64.0,0.58,2.74,24.0,-1.0
1318,-9149.0,-9150.0,1.0,1.0,64.0,0.82,3.87,24.0,-1.0
1319,-9150.0,-9151.0,1.0,1.0,64.0,0.91,4.29,12.0,-1.0
1320,-9152.0,-9153.0,1.0,1.0,5.0,19.86,4.26,0.0,1.01
1321,-9165.0,-9166.0,1.0,1.0,64.0,0.38,1.79,24.0,-1.0
1322,-9167.0,-9168.0,1.0,1.0,64.0,0.34,1.58,24.0,-1.0
1323,-9169.0,-9170.0,1.0,1.0,64.0,0.3,1.43,24.0,-1.0
1324,-9170.0,-9171.0,1.0,1.0,64.0,0.37,1.73,12.0,-1.0
1325,-9173.0,-9174.0,1.0,1.0,5.0,3.47,0.95,0.0,2.64
1326,-9175.0,-9176.0,1.0,1.0,5.0,4.54,1.51,0.0,9.46
1327,-9176.0,-9177.0,1.0,1.0,64.0,0.73,3.45,24.0,-1.0
1328,-9178.0,-9179.0,1.0,1.0,64.0,0.54,2.53,24.0,-1.0
1329,-9180.0,-9181.0,1.0,1.0,64.0,0.69,3.24,24.0,-1.0
1330,-9183.0,-9184.0,1.0,1.0,5.0,20.36,5.37,0.0,2.28
1331,-9183.0,-9184.0,1.0,1.0,64.0,0.83,3.89,24.0,-1.0
1332,-9185.0,-9186.0,1.0,1.0,64.0,0.68,3.23,24.0,-1.0
1333,-9187.0,-9188.0,1.0,1.0,5.0,13.02,4.42,0.0,12.12
1334,-9189.0,-9190.0,1.0,1.0,64.0,0.37,1.75,24.0,-1.0
1335,-9191.0,-9192.0,1.0,1.0,64.0,0.49,2.33,24.0,-1.0
1336,-9203.0,-9204.0,1.0,1.0,5.0,23.49,8.07,0.0,14.6
1337,-9211.0,-9212.0,1.0,1.0,-37.0,5.8,1.27,0.0,-1.0
1338,-9218.0,-9219.0,1.0,1.0,5.0,20.42,4.24,0.0,0.88
1339,-9225.0,-9226.0,1.0,1.0,5.0,155.95,53.42,0.0,13.96
1340,-9241.0,-9242.0,1.0,1.0,5.0,7.73,1.77,0.0,1.32
1341,-9243.0,-9244.0,1.0,1.0,-37.0,0.28,0.06,0.0,-1.0
1342,-9246.0,-9247.0,1.0,1.0,-37.0,0.45,0.1,0.0,-1.0
1343,-9256.0,-9257.0,1.0,1.0,48.0,20.11,7.38,0.0,-1.0
1344,-9273.0,-9274.0,1.0,1.0,-37.0,0.29,0.06,0.0,-1.0
1345,-9277.0,-9278.0,1.0,1.0,-37.0,1.74,0.38,0.0,-1.0
1346,-9290.0,-9291.0,1.0,1.0,-37.0,0.39,0.09,0.0,-1.0
1347,-9298.0,-9299.0,1.0,1.0,48.0,2.73,1.0,0.0,-1.0
1348,-9303.0,-9304.0,1.0,1.0,64.0,0.72,3.41,24.0,-1.0
1349,-9305.0,-9306.0,1.0,1.0,64.0,0.53,2.48,24.0,-1.0
1350,-9307.0,-9308.0,1.0,1.0,64.0,0.83,3.93,24.0,-1.0
1351,-9309.0,-9310.0,1.0,1.0,64.0,0.36,1.71,24.0,-1.0
1352,-9311.0,-9312.0,1.0,1.0,64.0,0.8,3.78,24.0,-1.0
1353,-9318.0,-9319.0,1.0,1.0,48.0,8.11,2.97,0.0,-1.0
1354,-9325.0,-9326.0,1.0,1.0,64.0,0.76,3.6,24.0,-1.0
1355,-9327.0,-9328.0,1.0,1.0,64.0,0.56,2.62,24.0,-1.0
1356,-9329.0,-9330.0,1.0,1.0,64.0,0.65,3.04,24.0,-1.0
1357,-9331.0,-9332.0,1.0,1.0,64.0,0.71,3.36,24.0,-1.0
1358,-9334.0,-9335.0,1.0,1.0,64.0,0.73,3.46,36.0,-1.0
1359,-9340.0,-9341.0,1.0,1.0,48.0,3.04,1.11,0.0,-1.0
1360,-9344.0,-9345.0,1.0,1.0,64.0,0.94,4.42,24.0,-1.0
1361,-9347.0,-9348.0,1.0,1.0,64.0,0.42,1.98,36.0,-1.0
1362,-9349.0,-9350.0,1.0,1.0,64.0,0.61,2.86,24.0,-1.0
1363,-9351.0,-9352.0,1.0,1.0,64.0,0.34,1.62,24.0,-1.0
1364,-9352.0,-9353.0,1.0,1.0,5.0,6.69,1.66,0.0,1.8
1365,-9358.0,-9359.0,1.0,1.0,48.0,2.38,0.87,0.0,-1.0
1366,-9373.0,-9374.0,1.0,1.0,48.0,3.93,1.44,0.0,-1.0
1367,-9378.0,-9379.0,1.0,1.0,48.0,2.94,1.08,0.0,-1.0
1368,-9386.0,-9387.0,1.0,1.0,-37.0,0.19,0.04,0.0,-1.0
1369,-9388.0,-9389.0,1.0,1.0,48.0,13.84,5.08,0.0,-1.0
1370,-9395.0,-9396.0,1.0,1.0,5.0,42.97,12.66,0.0,3.85
1371,-9402.0,-9403.0,1.0,1.0,5.0,12.57,3.95,0.0,5.81
1372,-9411.0,-9412.0,1.0,1.0,-37.0,1.08,0.24,0.0,-1.0
1373,-9418.0,-9419.0,1.0,1.0,5.0,11.22,2.29,0.0,0.81
1374,-9421.0,-9422.0,1.0,1.0,48.0,6.07,2.23,0.0,-1.0
1375,-9427.0,-9428.0,1.0,1.0,48.0,5.23,1.92,0.0,-1.0
1376,-9433.0,-9434.0,1.0,1.0,48.0,5.29,1.94,0.0,-1.0
1377,-9439.0,-9440.0,1.0,1.0,48.0,6.75,2.48,0.0,-1.0
1378,-9450.0,-9451.0,1.0,1.0,-37.0,0.44,0.1,0.0,-1.0
1379,-9463.0,-9464.0,1.0,1.0,5.0,5.65,1.38,0.0,1.7
1380,-9476.0,-9477.0,1.0,1.0,-37.0,0.22,0.05,0.0,-1.0
1381,-9491.0,-9492.0,1.0,1.0,-37.0,9.13,2.0,0.0,-1.0
1382,-9493.0,-9494.0,1.0,1.0,5.0,57.9,20.91,0.0,63.37
1383,-9496.0,-9497.0,1.0,1.0,-37.0,2.89,0.63,0.0,-1.0
