,Year,YearCE,Month,Day,Lat,VSSI,Sigma VSSI,Duration,Hemi
831,-5808.0,-5809.0,1.0,1.0,48.0,5.13,1.88,0.0,-1.0
832,-5821.0,-5822.0,1.0,1.0,48.0,2.01,0.74,0.0,-1.0
833,-5847.0,-5848.0,1.0,1.0,5.0,20.03,4.41,0.0,1.12
834,-5854.0,-5855.0,1.0,1.0,48.0,7.72,2.83,0.0,-1.0
835,-5862.0,-5863.0,1.0,1.0,48.0,4.63,1.7,0.0,-1.0
836,-5867.0,-5868.0,1.0,1.0,-37.0,0.87,0.19,0.0,-1.0
837,-5875.0,-5876.0,1.0,1.0,5.0,2.42,0.77,0.0,6.39
838,-5885.0,-5886.0,1.0,1.0,48.0,7.29,2.67,0.0,-1.0
839,-5888.0,-5889.0,1.0,1.0,5.0,2.98,0.69,0.0,1.4
840,-5903.0,-5904.0,1.0,1.0,48.0,1.52,0.56,0.0,-1.0
841,-5909.0,-5910.0,1.0,1.0,48.0,2.69,0.98,0.0,-1.0
842,-5913.0,-5914.0,1.0,1.0,-37.0,1.63,0.36,0.0,-1.0
843,-5917.0,-5918.0,1.0,1.0,48.0,1.48,0.54,0.0,-1.0
844,-5923.0,-5924.0,1.0,1.0,5.0,30.05,7.89,0.0,2.25
845,-5934.0,-5935.0,1.0,1.0,48.0,4.66,1.71,0.0,-1.0
846,-5944.0,-5945.0,1.0,1.0,-37.0,0.53,0.12,0.0,-1.0
847,-5946.0,-5947.0,1.0,1.0,-37.0,0.29,0.06,0.0,-1.0
848,-5962.0,-5963.0,1.0,1.0,48.0,1.92,0.7,0.0,-1.0
849,-5967.0,-5968.0,1.0,1.0,-37.0,0.18,0.04,0.0,-1.0
850,-5980.0,-5981.0,1.0,1.0,-37.0,0.8,0.18,0.0,-1.0
851,-6007.0,-6008.0,1.0,1.0,48.0,4.04,1.48,0.0,-1.0
852,-6013.0,-6014.0,1.0,1.0,-37.0,0.72,0.16,0.0,-1.0
853,-6018.0,-6019.0,1.0,1.0,5.0,13.3,3.51,0.0,2.3
854,-6024.0,-6025.0,1.0,1.0,-37.0,0.48,0.11,0.0,-1.0
855,-6031.0,-6032.0,1.0,1.0,48.0,2.17,0.8,0.0,-1.0
856,-6035.0,-6036.0,1.0,1.0,64.0,0.62,2.91,24.0,-1.0
857,-6038.0,-6039.0,1.0,1.0,5.0,10.25,3.09,0.0,4.35
858,-6040.0,-6041.0,1.0,1.0,64.0,0.29,1.36,24.0,-1.0
859,-6042.0,-6043.0,1.0,1.0,64.0,0.19,0.91,24.0,-1.0
860,-6044.0,-6045.0,1.0,1.0,64.0,0.25,1.17,24.0,-1.0
861,-6046.0,-6047.0,1.0,1.0,64.0,0.35,1.66,24.0,-1.0
862,-6049.0,-6050.0,1.0,1.0,64.0,0.92,4.34,36.0,-1.0
863,-6052.0,-6053.0,1.0,1.0,5.0,12.9,4.45,0.0,15.57
864,-6066.0,-6067.0,1.0,1.0,48.0,3.86,1.42,0.0,-1.0
865,-6088.0,-6089.0,1.0,1.0,48.0,1.11,0.41,0.0,-1.0
866,-6095.0,-6096.0,1.0,1.0,-37.0,0.78,0.17,0.0,-1.0
867,-6104.0,-6105.0,1.0,1.0,5.0,7.02,2.37,0.0,11.29
868,-6112.0,-6113.0,1.0,1.0,5.0,4.18,0.93,0.0,1.17
869,-6121.0,-6122.0,1.0,1.0,-37.0,0.51,0.11,0.0,-1.0
870,-6127.0,-6128.0,1.0,1.0,48.0,3.39,1.24,0.0,-1.0
871,-6141.0,-6142.0,1.0,1.0,5.0,14.42,4.49,0.0,5.41
872,-6163.0,-6164.0,1.0,1.0,48.0,4.73,1.74,0.0,-1.0
873,-6180.0,-6181.0,1.0,1.0,-37.0,0.22,0.05,0.0,-1.0
874,-6191.0,-6192.0,1.0,1.0,-37.0,0.87,0.19,0.0,-1.0
875,-6196.0,-6197.0,1.0,1.0,48.0,1.61,0.59,0.0,-1.0
876,-6201.0,-6202.0,1.0,1.0,-37.0,0.65,0.14,0.0,-1.0
877,-6204.0,-6205.0,1.0,1.0,5.0,10.04,3.24,0.0,7.07
878,-6210.0,-6211.0,1.0,1.0,5.0,6.37,1.86,0.0,3.62
879,-6218.0,-6219.0,1.0,1.0,48.0,17.5,6.42,0.0,-1.0
880,-6225.0,-6226.0,1.0,1.0,-37.0,1.56,0.34,0.0,-1.0
881,-6230.0,-6231.0,1.0,1.0,5.0,17.92,3.38,0.0,0.32
882,-6241.0,-6242.0,1.0,1.0,48.0,3.29,1.21,0.0,-1.0
883,-6250.0,-6251.0,1.0,1.0,48.0,2.1,0.77,0.0,-1.0
884,-6266.0,-6267.0,1.0,1.0,-37.0,0.43,0.1,0.0,-1.0
885,-6272.0,-6273.0,1.0,1.0,5.0,4.36,1.07,0.0,1.75
886,-6274.0,-6275.0,1.0,1.0,-37.0,0.42,0.09,0.0,-1.0
887,-6281.0,-6282.0,1.0,1.0,5.0,40.06,11.8,0.0,3.84
888,-6285.0,-6286.0,1.0,1.0,5.0,5.47,1.56,0.0,3.27
889,-6287.0,-6288.0,1.0,1.0,48.0,1.82,0.67,0.0,-1.0
890,-6290.0,-6291.0,1.0,1.0,48.0,0.78,0.29,0.0,-1.0
891,-6296.0,-6297.0,1.0,1.0,48.0,2.95,1.08,0.0,-1.0
892,-6301.0,-6302.0,1.0,1.0,48.0,7.37,2.7,0.0,-1.0
893,-6303.0,-6304.0,1.0,1.0,5.0,6.13,1.16,0.0,0.3
894,-6315.0,-6316.0,1.0,1.0,48.0,2.22,0.81,0.0,-1.0
895,-6319.0,-6320.0,1.0,1.0,-37.0,2.79,0.61,0.0,-1.0
896,-6334.0,-6335.0,1.0,1.0,5.0,1.64,0.41,0.0,1.9
897,-6340.0,-6341.0,1.0,1.0,5.0,52.48,18.24,0.0,17.86
898,-6363.0,-6364.0,1.0,1.0,48.0,1.45,0.53,0.0,-1.0
899,-6373.0,-6374.0,1.0,1.0,-37.0,1.59,0.35,0.0,-1.0
900,-6380.0,-6381.0,1.0,1.0,48.0,1.08,0.4,0.0,-1.0
901,-6382.0,-6383.0,1.0,1.0,5.0,6.24,1.8,0.0,3.48
902,-6391.0,-6392.0,1.0,1.0,5.0,4.12,1.27,0.0,5.15
903,-6403.0,-6404.0,1.0,1.0,48.0,0.9,0.33,0.0,-1.0
904,-6415.0,-6416.0,1.0,1.0,5.0,141.9,47.52,0.0,10.31
905,-6418.0,-6419.0,1.0,1.0,-37.0,1.09,0.24,0.0,-1.0
906,-6422.0,-6423.0,1.0,1.0,-37.0,0.59,0.13,0.0,-1.0
907,-6428.0,-6429.0,1.0,1.0,48.0,3.1,1.14,0.0,-1.0
908,-6439.0,-6440.0,1.0,1.0,48.0,1.91,0.7,0.0,-1.0
909,-6453.0,-6454.0,1.0,1.0,5.0,6.58,1.9,0.0,3.42
910,-6460.0,-6461.0,1.0,1.0,5.0,5.87,1.94,0.0,8.9
911,-6463.0,-6464.0,1.0,1.0,48.0,2.86,1.05,0.0,-1.0
912,-6474.0,-6475.0,1.0,1.0,5.0,6.1,2.1,0.0,15.64
913,-6488.0,-6489.0,1.0,1.0,48.0,9.45,3.47,0.0,-1.0
914,-6492.0,-6493.0,1.0,1.0,5.0,13.88,3.83,0.0,2.77
915,-6505.0,-6506.0,1.0,1.0,-37.0,0.61,0.13,0.0,-1.0
916,-6514.0,-6515.0,1.0,1.0,48.0,0.9,0.33,0.0,-1.0
917,-6539.0,-6540.0,1.0,1.0,48.0,2.92,1.07,0.0,-1.0
918,-6549.0,-6550.0,1.0,1.0,48.0,20.08,7.36,0.0,-1.0
919,-6555.0,-6556.0,1.0,1.0,-37.0,0.25,0.06,0.0,-1.0
920,-6564.0,-6565.0,1.0,1.0,48.0,1.15,0.42,0.0,-1.0
921,-6574.0,-6575.0,1.0,1.0,-37.0,0.2,0.04,0.0,-1.0
922,-6577.0,-6578.0,1.0,1.0,5.0,4.16,1.22,0.0,3.69
923,-6582.0,-6583.0,1.0,1.0,-37.0,0.52,0.11,0.0,-1.0
924,-6586.0,-6587.0,1.0,1.0,-37.0,0.2,0.04,0.0,-1.0
925,-6590.0,-6591.0,1.0,1.0,48.0,2.18,0.8,0.0,-1.0
926,-6603.0,-6604.0,1.0,1.0,-37.0,1.4,0.31,0.0,-1.0
927,-6613.0,-6614.0,1.0,1.0,48.0,3.36,1.23,0.0,-1.0
928,-6621.0,-6622.0,1.0,1.0,48.0,6.08,2.23,0.0,-1.0
929,-6637.0,-6638.0,1.0,1.0,48.0,0.84,0.31,0.0,-1.0
930,-6650.0,-6651.0,1.0,1.0,48.0,5.91,2.17,0.0,-1.0
931,-6658.0,-6659.0,1.0,1.0,5.0,9.88,2.71,0.0,2.72
932,-6666.0,-6667.0,1.0,1.0,5.0,155.9,49.84,0.0,6.59
933,-6669.0,-6670.0,1.0,1.0,48.0,1.39,0.51,0.0,-1.0
934,-6678.0,-6679.0,1.0,1.0,48.0,1.29,0.47,0.0,-1.0
935,-6682.0,-6683.0,1.0,1.0,48.0,2.13,0.78,0.0,-1.0
936,-6693.0,-6694.0,1.0,1.0,48.0,1.98,0.73,0.0,-1.0
937,-6708.0,-6709.0,1.0,1.0,5.0,21.51,7.78,0.0,73.09
938,-6718.0,-6719.0,1.0,1.0,48.0,5.38,1.97,0.0,-1.0
939,-6727.0,-6728.0,1.0,1.0,48.0,0.92,0.34,0.0,-1.0
940,-6733.0,-6734.0,1.0,1.0,48.0,5.72,2.1,0.0,-1.0
941,-6739.0,-6740.0,1.0,1.0,48.0,2.27,0.83,0.0,-1.0
942,-6744.0,-6745.0,1.0,1.0,5.0,5.27,1.72,0.0,7.93
943,-6747.0,-6748.0,1.0,1.0,48.0,1.88,0.69,0.0,-1.0
944,-6763.0,-6764.0,1.0,1.0,5.0,7.49,2.48,0.0,9.07
945,-6768.0,-6769.0,1.0,1.0,48.0,2.79,1.02,0.0,-1.0
946,-6776.0,-6777.0,1.0,1.0,48.0,3.11,1.14,0.0,-1.0
947,-6786.0,-6787.0,1.0,1.0,48.0,1.34,0.49,0.0,-1.0
948,-6792.0,-6793.0,1.0,1.0,48.0,4.76,1.75,0.0,-1.0
949,-6796.0,-6797.0,1.0,1.0,-37.0,0.37,0.08,0.0,-1.0
950,-6802.0,-6803.0,1.0,1.0,-37.0,0.44,0.1,0.0,-1.0
951,-6810.0,-6811.0,1.0,1.0,48.0,1.97,0.72,0.0,-1.0
952,-6814.0,-6815.0,1.0,1.0,-37.0,0.42,0.09,0.0,-1.0
953,-6833.0,-6834.0,1.0,1.0,-37.0,0.87,0.19,0.0,-1.0
954,-6849.0,-6850.0,1.0,1.0,48.0,1.81,0.66,0.0,-1.0
955,-6857.0,-6858.0,1.0,1.0,5.0,9.83,3.37,0.0,14.38
956,-6877.0,-6878.0,1.0,1.0,48.0,3.62,1.33,0.0,-1.0
957,-6881.0,-6882.0,1.0,1.0,48.0,2.56,0.94,0.0,-1.0
958,-6892.0,-6893.0,1.0,1.0,48.0,2.4,0.88,0.0,-1.0
959,-6898.0,-6899.0,1.0,1.0,5.0,9.2,2.93,0.0,6.34
960,-6903.0,-6904.0,1.0,1.0,5.0,36.77,12.43,0.0,11.55
961,-6905.0,-6906.0,1.0,1.0,-37.0,0.63,0.14,0.0,-1.0
962,-6912.0,-6913.0,1.0,1.0,-37.0,1.19,0.26,0.0,-1.0
963,-6923.0,-6924.0,1.0,1.0,48.0,8.61,3.16,0.0,-1.0
964,-6928.0,-6929.0,1.0,1.0,5.0,4.32,1.46,0.0,11.75
965,-6950.0,-6951.0,1.0,1.0,48.0,1.61,0.59,0.0,-1.0
966,-6957.0,-6958.0,1.0,1.0,48.0,2.88,1.06,0.0,-1.0
967,-6974.0,-6975.0,1.0,1.0,-37.0,0.35,0.08,0.0,-1.0
968,-6978.0,-6979.0,1.0,1.0,5.0,5.76,1.82,0.0,6.02
969,-6986.0,-6987.0,1.0,1.0,48.0,1.95,0.72,0.0,-1.0
970,-6990.0,-6991.0,1.0,1.0,48.0,1.08,0.4,0.0,-1.0
971,-6994.0,-6995.0,1.0,1.0,5.0,8.18,2.0,0.0,1.71
972,-6999.0,-7000.0,1.0,1.0,-37.0,0.4,0.09,0.0,-1.0
973,-7007.0,-7008.0,1.0,1.0,5.0,14.62,5.09,0.0,18.41
974,-7012.0,-7013.0,1.0,1.0,48.0,12.75,4.68,0.0,-1.0
975,-7017.0,-7018.0,1.0,1.0,48.0,3.71,1.36,0.0,-1.0
976,-7021.0,-7022.0,1.0,1.0,5.0,1.9,0.57,0.0,4.3
977,-7035.0,-7036.0,1.0,1.0,48.0,1.26,0.46,0.0,-1.0
978,-7049.0,-7050.0,1.0,1.0,5.0,25.47,9.19,0.0,62.13
979,-7058.0,-7059.0,1.0,1.0,5.0,2.05,0.62,0.0,4.51
980,-7101.0,-7102.0,1.0,1.0,48.0,1.8,0.66,0.0,-1.0
981,-7112.0,-7113.0,1.0,1.0,-37.0,1.22,0.27,0.0,-1.0
982,-7116.0,-7117.0,1.0,1.0,5.0,36.59,10.77,0.0,3.84
983,-7122.0,-7123.0,1.0,1.0,48.0,10.31,3.78,0.0,-1.0
984,-7128.0,-7129.0,1.0,1.0,5.0,3.94,0.87,0.0,1.17
985,-7131.0,-7132.0,1.0,1.0,-37.0,1.54,0.34,0.0,-1.0
986,-7137.0,-7138.0,1.0,1.0,-37.0,0.9,0.2,0.0,-1.0
987,-7150.0,-7151.0,1.0,1.0,-37.0,0.22,0.05,0.0,-1.0
988,-7160.0,-7161.0,1.0,1.0,48.0,2.06,0.75,0.0,-1.0
989,-7184.0,-7185.0,1.0,1.0,-37.0,1.16,0.25,0.0,-1.0
990,-7186.0,-7187.0,1.0,1.0,5.0,10.22,3.55,0.0,17.55
991,-7195.0,-7196.0,1.0,1.0,48.0,3.42,1.25,0.0,-1.0
992,-7198.0,-7199.0,1.0,1.0,5.0,4.15,1.15,0.0,2.81
993,-7202.0,-7203.0,1.0,1.0,5.0,4.91,1.52,0.0,5.22
994,-7215.0,-7216.0,1.0,1.0,48.0,9.28,3.4,0.0,-1.0
995,-7227.0,-7228.0,1.0,1.0,48.0,7.14,2.62,0.0,-1.0
996,-7231.0,-7232.0,1.0,1.0,48.0,1.46,0.54,0.0,-1.0
997,-7236.0,-7237.0,1.0,1.0,48.0,2.71,0.99,0.0,-1.0
998,-7240.0,-7241.0,1.0,1.0,48.0,1.49,0.55,0.0,-1.0
999,-7247.0,-7248.0,1.0,1.0,48.0,5.29,1.94,0.0,-1.0
1000,-7254.0,-7255.0,1.0,1.0,48.0,5.12,1.88,0.0,-1.0
1001,-7257.0,-7258.0,1.0,1.0,-37.0,0.75,0.16,0.0,-1.0
1002,-7263.0,-7264.0,1.0,1.0,48.0,2.56,0.94,0.0,-1.0
1003,-7267.0,-7268.0,1.0,1.0,-37.0,0.53,0.12,0.0,-1.0
1004,-7276.0,-7277.0,1.0,1.0,5.0,3.6,1.11,0.0,4.91
1005,-7285.0,-7286.0,1.0,1.0,48.0,4.27,1.57,0.0,-1.0
1006,-7290.0,-7291.0,1.0,1.0,48.0,1.27,0.47,0.0,-1.0
1007,-7299.0,-7300.0,1.0,1.0,48.0,6.42,2.35,0.0,-1.0
1008,-7308.0,-7309.0,1.0,1.0,-37.0,0.2,0.04,0.0,-1.0
1009,-7332.0,-7333.0,1.0,1.0,48.0,6.45,2.36,0.0,-1.0
1010,-7338.0,-7339.0,1.0,1.0,48.0,3.95,1.45,0.0,-1.0
1011,-7350.0,-7351.0,1.0,1.0,5.0,4.04,1.25,0.0,5.29
1012,-7365.0,-7366.0,1.0,1.0,-37.0,2.18,0.48,0.0,-1.0
1013,-7368.0,-7369.0,1.0,1.0,48.0,4.68,1.72,0.0,-1.0
1014,-7379.0,-7380.0,1.0,1.0,48.0,7.48,2.74,0.0,-1.0
1015,-7383.0,-7384.0,1.0,1.0,5.0,5.0,1.43,0.0,3.3
1016,-7403.0,-7404.0,1.0,1.0,48.0,14.2,5.21,0.0,-1.0
1017,-7407.0,-7408.0,1.0,1.0,-37.0,3.71,0.81,0.0,-1.0
1018,-7409.0,-7410.0,1.0,1.0,-37.0,0.18,0.04,0.0,-1.0
1019,-7423.0,-7424.0,1.0,1.0,64.0,0.23,1.07,24.0,-1.0
1020,-7426.0,-7427.0,1.0,1.0,64.0,0.31,1.46,36.0,-1.0
1021,-7428.0,-7429.0,1.0,1.0,64.0,0.27,1.26,24.0,-1.0
1022,-7430.0,-7431.0,1.0,1.0,64.0,0.39,1.82,24.0,-1.0
1023,-7433.0,-7434.0,1.0,1.0,64.0,0.45,2.13,36.0,-1.0
1024,-7444.0,-7445.0,1.0,1.0,48.0,1.61,0.59,0.0,-1.0
1025,-7453.0,-7454.0,1.0,1.0,48.0,10.65,3.9,0.0,-1.0
1026,-7458.0,-7459.0,1.0,1.0,48.0,5.7,2.09,0.0,-1.0
1027,-7462.0,-7463.0,1.0,1.0,64.0,0.47,2.21,24.0,-1.0
1028,-7464.0,-7465.0,1.0,1.0,64.0,0.45,2.13,24.0,-1.0
1029,-7467.0,-7468.0,1.0,1.0,64.0,0.69,3.23,36.0,-1.0
1030,-7469.0,-7470.0,1.0,1.0,64.0,0.74,3.5,24.0,-1.0
1031,-7471.0,-7472.0,1.0,1.0,64.0,0.55,2.61,24.0,-1.0
1032,-7476.0,-7477.0,1.0,1.0,64.0,0.43,2.02,60.0,-1.0
1033,-7478.0,-7479.0,1.0,1.0,64.0,0.67,3.17,24.0,-1.0
1034,-7481.0,-7482.0,1.0,1.0,64.0,1.06,5.0,36.0,-1.0
1035,-7483.0,-7484.0,1.0,1.0,64.0,1.41,6.63,24.0,-1.0
1036,-7484.0,-7485.0,1.0,1.0,5.0,4.85,1.57,0.0,7.17
1037,-7487.0,-7488.0,1.0,1.0,64.0,0.75,3.55,24.0,-1.0
1038,-7490.0,-7491.0,1.0,1.0,64.0,1.13,5.32,36.0,-1.0
1039,-7492.0,-7493.0,1.0,1.0,64.0,0.73,3.46,24.0,-1.0
1040,-7494.0,-7495.0,1.0,1.0,64.0,0.76,3.58,24.0,-1.0
1041,-7497.0,-7498.0,1.0,1.0,64.0,1.24,5.86,36.0,-1.0
1042,-7499.0,-7500.0,1.0,1.0,64.0,1.46,6.88,24.0,-1.0
1043,-7501.0,-7502.0,1.0,1.0,5.0,18.84,5.15,0.0,2.67
1044,-7503.0,-7504.0,1.0,1.0,64.0,1.48,6.95,24.0,-1.0
1045,-7505.0,-7506.0,1.0,1.0,5.0,8.97,3.15,0.0,22.96
1046,-7508.0,-7509.0,1.0,1.0,64.0,0.69,3.27,24.0,-1.0
1047,-7511.0,-7512.0,1.0,1.0,5.0,14.8,4.91,0.0,9.21
1048,-7513.0,-7514.0,1.0,1.0,64.0,0.71,3.36,24.0,-1.0
1049,-7515.0,-7516.0,1.0,1.0,64.0,0.53,2.48,24.0,-1.0
1050,-7517.0,-7518.0,1.0,1.0,64.0,0.76,3.6,24.0,-1.0
1051,-7519.0,-7520.0,1.0,1.0,64.0,0.86,4.07,24.0,-1.0
1052,-7521.0,-7522.0,1.0,1.0,64.0,0.57,2.7,24.0,-1.0
1053,-7535.0,-7536.0,1.0,1.0,48.0,1.97,0.72,0.0,-1.0
1054,-7545.0,-7546.0,1.0,1.0,48.0,25.29,9.28,0.0,-1.0
1055,-7566.0,-7567.0,1.0,1.0,5.0,7.84,2.76,0.0,24.11
1056,-7569.0,-7570.0,1.0,1.0,48.0,2.63,0.96,0.0,-1.0
1057,-7592.0,-7593.0,1.0,1.0,-37.0,0.29,0.06,0.0,-1.0
1058,-7600.0,-7601.0,1.0,1.0,48.0,7.87,2.89,0.0,-1.0
1059,-7611.0,-7612.0,1.0,1.0,48.0,6.15,2.26,0.0,-1.0
1060,-7626.0,-7627.0,1.0,1.0,5.0,7.48,2.1,0.0,3.01
1061,-7643.0,-7644.0,1.0,1.0,48.0,5.22,1.91,0.0,-1.0
1062,-7657.0,-7658.0,1.0,1.0,-37.0,1.65,0.36,0.0,-1.0
1063,-7676.0,-7677.0,1.0,1.0,5.0,3.41,0.97,0.0,3.19
1064,-7681.0,-7682.0,1.0,1.0,48.0,1.75,0.64,0.0,-1.0
1065,-7692.0,-7693.0,1.0,1.0,-37.0,0.38,0.08,0.0,-1.0
1066,-7700.0,-7701.0,1.0,1.0,48.0,4.72,1.73,0.0,-1.0
1067,-7711.0,-7712.0,1.0,1.0,48.0,1.75,0.64,0.0,-1.0
1068,-7723.0,-7724.0,1.0,1.0,48.0,8.57,3.14,0.0,-1.0
1069,-7729.0,-7730.0,1.0,1.0,64.0,0.41,1.96,24.0,-1.0
1070,-7732.0,-7733.0,1.0,1.0,64.0,0.75,3.54,36.0,-1.0
1071,-7734.0,-7735.0,1.0,1.0,64.0,0.37,1.75,24.0,-1.0
1072,-7734.0,-7735.0,1.0,1.0,5.0,10.08,2.13,0.0,0.96
1073,-7738.0,-7739.0,1.0,1.0,64.0,0.69,3.27,24.0,-1.0
1074,-7740.0,-7741.0,1.0,1.0,64.0,0.8,3.78,24.0,-1.0
1075,-7742.0,-7743.0,1.0,1.0,64.0,0.63,2.97,24.0,-1.0
1076,-7744.0,-7745.0,1.0,1.0,64.0,0.98,4.6,24.0,-1.0
1077,-7746.0,-7747.0,1.0,1.0,64.0,1.88,8.88,24.0,-1.0
1078,-7748.0,-7749.0,1.0,1.0,64.0,1.25,5.9,24.0,-1.0
1079,-7750.0,-7751.0,1.0,1.0,64.0,1.0,4.73,24.0,-1.0
1080,-7752.0,-7753.0,1.0,1.0,64.0,0.73,3.44,24.0,-1.0
1081,-7754.0,-7755.0,1.0,1.0,64.0,0.33,1.57,24.0,-1.0
1082,-7756.0,-7757.0,1.0,1.0,64.0,0.51,2.4,24.0,-1.0
1083,-7757.0,-7758.0,1.0,1.0,5.0,6.56,2.06,0.0,5.82
1084,-7760.0,-7761.0,1.0,1.0,5.0,4.68,1.5,0.0,6.71
1085,-7762.0,-7763.0,1.0,1.0,64.0,0.36,1.69,24.0,-1.0
1086,-7764.0,-7765.0,1.0,1.0,64.0,0.48,2.25,24.0,-1.0
1087,-7769.0,-7770.0,1.0,1.0,-37.0,0.32,0.07,0.0,-1.0
1088,-7777.0,-7778.0,1.0,1.0,5.0,17.48,5.22,0.0,4.17
1089,-7806.0,-7807.0,1.0,1.0,5.0,10.98,3.21,0.0,3.7
1090,-7810.0,-7811.0,1.0,1.0,-37.0,0.18,0.04,0.0,-1.0
1091,-7822.0,-7823.0,1.0,1.0,48.0,3.1,1.14,0.0,-1.0
1092,-7837.0,-7838.0,1.0,1.0,5.0,14.29,5.09,0.0,33.53
1093,-7842.0,-7843.0,1.0,1.0,5.0,45.22,10.98,0.0,1.65
1094,-7859.0,-7860.0,1.0,1.0,48.0,4.97,1.82,0.0,-1.0
1095,-7865.0,-7866.0,1.0,1.0,-37.0,0.75,0.17,0.0,-1.0
1096,-7870.0,-7871.0,1.0,1.0,-37.0,0.25,0.05,0.0,-1.0
1097,-7878.0,-7879.0,1.0,1.0,48.0,13.33,4.89,0.0,-1.0
1098,-7881.0,-7882.0,1.0,1.0,-37.0,0.19,0.04,0.0,-1.0
1099,-7886.0,-7887.0,1.0,1.0,64.0,0.36,1.71,24.0,-1.0
1100,-7888.0,-7889.0,1.0,1.0,64.0,0.23,1.09,24.0,-1.0
1101,-7891.0,-7892.0,1.0,1.0,5.0,15.44,2.91,0.0,0.33
1102,-7893.0,-7894.0,1.0,1.0,64.0,0.31,1.46,24.0,-1.0
1103,-7895.0,-7896.0,1.0,1.0,64.0,0.62,2.9,24.0,-1.0
1104,-7897.0,-7898.0,1.0,1.0,64.0,0.57,2.7,24.0,-1.0
1105,-7899.0,-7900.0,1.0,1.0,64.0,0.5,2.37,24.0,-1.0
1106,-7901.0,-7902.0,1.0,1.0,64.0,0.6,2.82,24.0,-1.0
1107,-7903.0,-7904.0,1.0,1.0,64.0,0.76,3.6,24.0,-1.0
1108,-7917.0,-7918.0,1.0,1.0,48.0,2.13,0.78,0.0,-1.0
1109,-7922.0,-7923.0,1.0,1.0,64.0,0.49,2.32,24.0,-1.0
1110,-7924.0,-7925.0,1.0,1.0,5.0,14.85,5.3,0.0,35.34
1111,-7926.0,-7927.0,1.0,1.0,64.0,0.88,4.16,24.0,-1.0
1112,-7928.0,-7929.0,1.0,1.0,64.0,1.64,7.75,24.0,-1.0
1113,-7930.0,-7931.0,1.0,1.0,64.0,0.34,1.59,24.0,-1.0
1114,-7936.0,-7937.0,1.0,1.0,48.0,1.91,0.7,0.0,-1.0
1115,-7940.0,-7941.0,1.0,1.0,48.0,2.25,0.83,0.0,-1.0
1116,-7944.0,-7945.0,1.0,1.0,-37.0,0.36,0.08,0.0,-1.0
1117,-7947.0,-7948.0,1.0,1.0,-37.0,0.34,0.08,0.0,-1.0
1118,-7951.0,-7952.0,1.0,1.0,5.0,8.72,2.54,0.0,3.65
1119,-7953.0,-7954.0,1.0,1.0,-37.0,0.31,0.07,0.0,-1.0
1120,-7957.0,-7958.0,1.0,1.0,-37.0,0.19,0.04,0.0,-1.0
1121,-7967.0,-7968.0,1.0,1.0,5.0,12.64,4.34,0.0,14.56
1122,-7982.0,-7983.0,1.0,1.0,64.0,0.39,1.82,24.0,-1.0
1123,-7984.0,-7985.0,1.0,1.0,64.0,0.61,2.9,24.0,-1.0
1124,-7987.0,-7988.0,1.0,1.0,5.0,13.09,4.02,0.0,4.97
1125,-7988.0,-7989.0,1.0,1.0,64.0,1.25,5.9,24.0,-1.0
1126,-7990.0,-7991.0,1.0,1.0,64.0,1.35,6.35,24.0,-1.0
1127,-7993.0,-7994.0,1.0,1.0,64.0,1.49,7.02,36.0,-1.0
1128,-7995.0,-7996.0,1.0,1.0,64.0,0.52,2.44,24.0,-1.0
1129,-7997.0,-7998.0,1.0,1.0,64.0,1.26,5.94,24.0,-1.0
1130,-7999.0,-8000.0,1.0,1.0,64.0,1.38,6.5,24.0,-1.0
1131,-8001.0,-8002.0,1.0,1.0,64.0,1.74,8.18,24.0,-1.0
1132,-8023.0,-8024.0,1.0,1.0,5.0,13.15,4.06,0.0,5.12
1133,-8026.0,-8027.0,1.0,1.0,5.0,23.73,8.4,0.0,27.7
1134,-8035.0,-8036.0,1.0,1.0,5.0,14.9,4.28,0.0,3.39
1135,-8049.0,-8050.0,1.0,1.0,64.0,0.51,2.38,24.0,-1.0
1136,-8051.0,-8052.0,1.0,1.0,64.0,0.31,1.44,24.0,-1.0
1137,-8053.0,-8054.0,1.0,1.0,64.0,0.35,1.65,24.0,-1.0
1138,-8055.0,-8056.0,1.0,1.0,64.0,1.37,6.47,24.0,-1.0
1139,-8058.0,-8059.0,1.0,1.0,5.0,7.05,2.09,0.0,4.0
1140,-8059.0,-8060.0,1.0,1.0,64.0,0.49,2.29,24.0,-1.0
1141,-8064.0,-8065.0,1.0,1.0,5.0,6.46,1.9,0.0,3.77
1142,-8065.0,-8066.0,1.0,1.0,64.0,0.43,2.04,24.0,-1.0
1143,-8068.0,-8069.0,1.0,1.0,5.0,8.96,2.38,0.0,2.37
1144,-8069.0,-8070.0,1.0,1.0,64.0,1.75,8.26,24.0,-1.0
1145,-8073.0,-8074.0,1.0,1.0,5.0,18.24,4.76,0.0,2.18
1146,-8098.0,-8099.0,1.0,1.0,-37.0,0.5,0.11,0.0,-1.0
1147,-8102.0,-8103.0,1.0,1.0,-37.0,0.78,0.17,0.0,-1.0
1148,-8114.0,-8115.0,1.0,1.0,-37.0,0.96,0.21,0.0,-1.0
1149,-8133.0,-8134.0,1.0,1.0,5.0,72.45,18.33,0.0,1.93
1150,-8141.0,-8142.0,1.0,1.0,48.0,8.44,3.1,0.0,-1.0
1151,-8146.0,-8147.0,1.0,1.0,48.0,1.87,0.69,0.0,-1.0
